orgMiembros;orgFreq;orgProcesos;filtro;anuncio;S_1;O_4;O_91;O_91_other;O_5;O_46;O_47;O_7_1;O_7_2;O_7_3;O_7_4;O_7_5;O_88;O_88_other;O_87;O_89;O_90;O_8;O_9_1;O_9_2;O_9_3;O_9_4;O_9_5;O_9_6;O_9_7;O_9_other;O_11_1;O_11_2;O_11_3;O_11_4;O_11_5;O_11_6;O_11_7;O_11_8;O_11_9;O_12;O_13;O_17_1;O_17_2;O_17_3;O_17_4;O_17_5;O_17_8;O_17_7;O_18;O_19_1;O_19_2;O_19_3;O_19_4;O_19_5;O_19_6;O_19_7;O_19_8;O_19_9;O_20_1;O_20_2;O_20_3;O_20_4;O_20_5;O_20_6;O_20_7;O_20_other;O_25_1;O_25_2;O_25_3;O_25_4;O_25_5;O_22;O_23;O_23_other;O_34_1;O_34_2;O_34_3;O_34_4;O_34_5;O_60_6;O_60_7;O_60_10;O_66_1;O_66_2;O_66_3;O_66_4;O_66_5;O_66_6;O_66_7;O_66_other;O_67;O_68;O_69;O_70;O_71;O_72_1;O_72_2;O_72_3;O_72_4;O_72_5;O_72_6;O_72_7;O_72_8;O_72_other;O_10_1;O_10_2;O_10_3;O_10_4;O_10_5;O_10_6;O_16_1;O_16_2;O_16_3;O_16_4;O_16_5;O_16_6;O_16_7;O_16_8;O_16_9;O_26_1;O_26_2;O_26_4;O_26_5;O_26_6;O_26_7;O_26_3;O_26_9;O_92_1;O_92_2;O_92_4;O_92_5;O_92_6;O_92_7;O_92_3;O_92_9;O_28_1;O_28_2;O_28_3;O_28_4;O_28_5;O_28_6;O_28_7;O_28_other;O_36;O_36_other;O_37_1;O_37_2;O_37_3;O_37_4;O_37_5;O_38_1;O_38_2;O_38_3;O_38_4;O_38_5;O_38_6;O_38_7;O_38_8;O_38_9;O_44_1;O_44_2;O_44_3;O_44_4;O_44_5;O_44_6;O_44_7;O_44_8;O_44_9;O_44_10;O_48;O_49;O_24;O_50;O_52;O_54;O_55;O_58;O_59;O_64;O_65;O_75;O_76;O_77;O_78;O_79;O_80;O_81_1;O_81_2;O_81_3;O_81_4;O_81_5;O_81_6;O_81_7;O_82_1;O_82_2;O_82_3;O_82_4;O_82_5;O_82_6;O_82_7;O_41;O_45;O_40;O_61_1;O_61_2;O_61_3;O_61_4;O_61_5;O_62_1;O_62_2;O_62_3;O_62_4;O_62_5;O_62_6;O_74;O_93_1;O_93_2;O_93_3;O_93_4;O_93_5;O_93_6;comuna;zona;group_age;IPCM
Sí;Sí;Sí;3;N/A;6-DOCE DE OCTUBRE;Ayudando la gente;Jóvenes;N/A;30;2;0;3;17;10;0;0;Mujer;N/A;38;Sí;2;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;30;Otro;N/A;No;No;No;No;No;Neutral;Neutral;Neutral;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No acude a ejercicios de rendición de cuentas;No consulta;No consulta;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ninguno;N/A;No;Sí;No;No;No;No;No;No;Sí;No;No;No;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;0;No;0;Nunca;Nunca;No;No;Muy pocas veces;Muy pocas veces;Muy pocas veces;Muy pocas veces;Algunas veces;Algunas veces;Muy democrático;Muy condescendiente;Muy inclusivo;Muy consultivo;Muy proactivo;Muy cooperativo;Muy delegativo;Muy democrático;Muy condescendiente;Muy inclusivo;Muy consultivo;Muy proactivo;Muy cooperativo;Muy delegativo;Negativa;Permanecen igual;Sí, bajo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;No ha realizado derechos de petición;No;No;No;No;No;No;doce de octubre;Noroccidental;29 - 54;0.631131832771897
Sí;Sí;Sí;3;N/A;4-ARANJUEZ;El arte de vivir;Cultura, arte y patrimonio;N/A;40;10;2;6;10;15;9;0;Mujer;N/A;39;No;1;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;40;Otro;N/A;No;No;No;No;No;Neutral;Neutral;Neutral;Sí;No;No;No;No;No;No;N/A;Siempre;Siempre;Si;De fácil acceso;De utilidad para el trabajo en la comuna;No;No;No;No;No;Sí;Sí;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ninguno;N/A;No;Sí;No;No;No;Sí;No;No;No;No;No;No;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;4;40;0;No;0;Nunca;Nunca;No;No;Algunas veces;Algunas veces;Muy pocas veces;Algunas veces;Casi siempre;Algunas veces;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Muy delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Muy delegativo;Positiva;Mejorado;Sí, alto;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;No ha realizado derechos de petición;No;No;No;No;No;No;aranjuez;Nororiental;29 - 54;0.500685813186437
Sí;Sí;Sí;3;N/A;4-ARANJUEZ;Estamos para la genteb;Expresiones juveniles, urbanas y musicales;N/A;25;0;1;0;21;4;0;0;Hombre;N/A;36;No;1;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;En desacuerdo;Ni de acuerdo, ni en desacuerdo;20;Promover participación;N/A;No;No;No;No;No;Neutral;Neutral;Neutral;No;No;No;No;Sí;No;No;N/A;Muy pocas veces;Muy pocas veces;Mas o menos;No se publica información;No se publica información;No;No;No;No;No;No;No;Sí;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ninguno;N/A;No;No;No;No;Sí;No;No;No;Sí;No;No;No;No;No;No sabe;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;2;1;1;No;2;Nunca;Nunca;No;No;Nunca;Muy pocas veces;Muy pocas veces;Muy pocas veces;Muy pocas veces;Muy pocas veces;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Mejorado;Sí, alto;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;No ha realizado derechos de petición;No;No;No;No;No;No;aranjuez;Nororiental;29 - 54;0.678398165901971
Sí;Sí;Sí;3;N/A;1-POPULAR;Todos somos iguales;Población étnica o afrodescendiente;N/A;23;0;0;0;3;20;0;0;Hombre;N/A;40;Sí;2;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;20;Derechos humanos y paz;N/A;No;No;No;No;No;Neutral;Neutral;Neutral;Sí;No;No;No;No;No;No;N/A;Casi siempre;Casi siempre;Mas o menos;De utilidad para el trabajo en la comuna;De utilidad para el trabajo en la comuna;No;No;No;No;No;No;Sí;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ninguno;N/A;No;Sí;No;No;Sí;Sí;No;No;No;No;No;No;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;Sí;15;0;0;0;No;0;Nunca;Nunca;No;No;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Muy delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Muy cooperativo;Delegativo;Positiva;Mejorado;Sí, medio;Neutral;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Neutral;Neutral;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;No ha realizado derechos de petición;No;No;No;No;No;No;popular;Nororiental;29 - 54;0.578333439528624
Sí;Sí;Sí;3;N/A;1-POPULAR;Todos somos uno;Población con discapacidad;N/A;18;2;0;2;8;8;0;0;Mujer;N/A;27;Sí;2;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;0;Otro;N/A;No;No;No;No;No;Neutral;Neutral;Neutral;Sí;No;No;No;No;No;No;N/A;Algunas veces;Algunas veces;Si;No consulta;No consulta;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Personas con discapacidad;N/A;No;Sí;No;No;No;No;No;No;No;Sí;No;No;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;Sí;18;3;0;0;No;0;Siempre;Nunca;No;No;Algunas veces;Algunas veces;Algunas veces;Siempre;Siempre;Casi siempre;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Mejorado;Sí, alto;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;No ha realizado derechos de petición;No;No;No;No;No;No;popular;Nororiental;14 - 28;0.521856332513408
Sí;Sí;Sí;3;N/A;1-POPULAR;La vida es mejor con arte;Cultura, arte y patrimonio;N/A;28;8;5;8;10;10;0;0;Mujer;N/A;26;Sí;2;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;28;Integración comunitaria;N/A;No;No;No;No;No;Neutral;Neutral;Neutral;Sí;No;Sí;No;No;No;No;N/A;Algunas veces;Casi siempre;Mas o menos;De utilidad para el trabajo en la comuna;De utilidad para el trabajo en la comuna;No;No;No;No;No;No;Sí;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ninguno;N/A;No;Sí;No;No;No;No;No;No;No;Sí;No;No;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;3;0;2;No;0;Nunca;Nunca;No;No;Siempre;Siempre;Siempre;Siempre;Nunca;Casi siempre;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Muy delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Mejorado;Sí, medio;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;No ha realizado derechos de petición;No;No;No;No;No;No;popular;Nororiental;14 - 28;0.627454395172841
Sí;Sí;Sí;3;N/A;6-DOCE DE OCTUBRE;Todos somos uno;Jóvenes;N/A;30;6;0;5;24;2;0;0;Mujer;N/A;34;Sí;2;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;27;Otro;N/A;No;No;No;No;No;Neutral;Neutral;Neutral;Sí;No;No;No;No;No;No;N/A;Siempre;Siempre;Si;De fácil acceso;De fácil acceso;No;No;No;No;Sí;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ninguno;N/A;No;Sí;No;No;No;No;No;No;Sí;No;No;No;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;3;0;0;No;0;Nunca;Nunca;No;No;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Casi siempre;Algunas veces;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Permanecen igual;Sí, medio;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;No ha realizado derechos de petición;No;No;No;No;No;No;doce de octubre;Noroccidental;29 - 54;0.496904580070489
Sí;Sí;Sí;3;N/A;3-MANRIQUE;Pedagogias populares;Cultura, arte y patrimonio;N/A;26;4;2;0;6;15;5;0;Mujer;N/A;34;No;1;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;50;Integración comunitaria;N/A;No;No;No;No;No;Neutral;Neutral;Neutral;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No acude a ejercicios de rendición de cuentas;No consulta;No consulta;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ninguno;N/A;No;Sí;No;No;Sí;No;No;Sí;Sí;Sí;No;No;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;8;5;3;No;0;Nunca;Nunca;No;No;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Mejorado;Sí, alto;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;No ha realizado derechos de petición;No;No;No;No;No;No;manrique;Nororiental;29 - 54;0.668030174178221
Sí;Sí;Sí;3;N/A;4-ARANJUEZ;Todos por la vida;Derechos humanos, convivencia y ciudadanía;N/A;17;0;0;17;0;0;0;0;Mujer;N/A;25;Sí;2;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;17;Otro;N/A;No;No;No;No;No;Confía;Confía;Confía;No;No;No;No;No;No;No;N/A;Siempre;Siempre;Si;De fácil acceso;De fácil acceso;No;No;No;No;No;No;Sí;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ninguno;N/A;No;Sí;No;No;No;No;No;No;No;Sí;No;No;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;0;No;0;Muy pocas veces;Muy pocas veces;No;No;Muy pocas veces;Siempre;Siempre;Siempre;Siempre;Siempre;Democrático;Muy condescendiente;Inclusivo;Muy consultivo;Muy proactivo;Muy cooperativo;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Mejorado;Sí, medio;Equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;No ha realizado derechos de petición;No;No;No;No;No;No;aranjuez;Nororiental;14 - 28;0.512637955643662
Sí;Sí;Sí;3;N/A;6-DOCE DE OCTUBRE;Por una mejor cuidad;Redes sociales que promueven iniciativas ciudadanas;N/A;35;15;0;0;2;23;10;0;Hombre;N/A;35;No;1;Sí;N/A;N/A;Sí;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;35;Apoyo a iniciativa política;N/A;No;No;No;No;No;Neutral;Neutral;Neutral;Sí;No;No;No;No;No;No;N/A;Algunas veces;Algunas veces;Mas o menos;Amplia y suficiente;Amplia y suficiente;No;No;No;No;Sí;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ninguno;N/A;No;Sí;No;No;Sí;No;No;No;Sí;No;No;No;No;No;No los hemos usado;No los hemos usado;Poca incidencia o efectividad;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;0;No;0;Muy pocas veces;Nunca;Sí;Sí;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Mejorado;Sí, medio;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;No ha realizado derechos de petición;No;No;No;No;No;No;doce de octubre;Noroccidental;29 - 54;0.635732329069641
Sí;Sí;Sí;3;N/A;6-DOCE DE OCTUBRE;Luchemos juntos;Ecológico o ambiental;N/A;25;0;0;0;20;5;0;0;Mujer;N/A;39;Sí;2;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;25;Promoción o defensa derechos de ambiente;N/A;No;No;No;No;No;Neutral;Neutral;Neutral;Sí;Sí;No;No;No;No;No;N/A;Casi siempre;Casi siempre;Mas o menos;De utilidad para el trabajo en la comuna;De utilidad para el trabajo en la comuna;No;No;No;No;Sí;No;Sí;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Grupos ambientales;N/A;No;Sí;No;No;Sí;No;No;No;Sí;No;No;No;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;0;No;0;Muy pocas veces;Nunca;No;No;Casi siempre;Muy pocas veces;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Muy democrático;Muy condescendiente;Muy inclusivo;Muy consultivo;Muy proactivo;Muy cooperativo;Muy delegativo;Muy democrático;Muy condescendiente;Muy inclusivo;Muy consultivo;Muy proactivo;Muy cooperativo;Muy delegativo;Positiva;Permanecen igual;Sí, medio;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;Equitativo;No ha realizado derechos de petición;No;No;No;No;No;No;doce de octubre;Noroccidental;29 - 54;0.520803633696347
Sí;Sí;Sí;3;N/A;6-DOCE DE OCTUBRE;Cultural;Expresiones juveniles, urbanas y musicales;N/A;20;17;3;0;6;6;5;0;Hombre;N/A;28;No;2;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;Ni de acuerdo, ni en desacuerdo;20;Integración comunitaria;N/A;No;No;No;No;No;Neutral;Neutral;Neutral;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No;No consulta;No consulta;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;Es indiferente;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ninguno;N/A;No;Sí;No;No;Sí;No;No;No;Sí;Sí;No;No;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;5;3;4;No;0;Nunca;Nunca;No;No;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Democrático;Manipulador;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Democrático;Manipulador;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Mejorado;Sí, alto;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;No ha realizado derechos de petición;No;No;No;No;No;No;doce de octubre;Noroccidental;14 - 28;0.67496796033454
